Nome;Id. B2W;SKU Parceiro;Preço de;Preço por;Qtd. Estoque;Ean;Situação;Motivo Reprovação;mensagem
CAMISETA CROPPED FEMININA FRASES;1843847648;P57758S98B2W-4;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843847648;P57758S98B2W-3;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Camisa Manga Curta Ralph Lauren - Creme;1843850311;P58132S132B2W-2;R$ 229,90;R$ 229,90;6; ;"PUBLICADO;"; ;
Camisa Manga Curta Ralph Lauren - Creme;1843850311;5408433E6A4FD9D2525BC81B02AE39;R$ 229,90;R$ 229,90;2; ;"PUBLICADO;"; ;
Camisa Manga Curta Ralph Lauren - Creme;1843850311;P58132S132B2W-0;R$ 229,90;R$ 229,90;3; ;"PUBLICADO;"; ;
Fone de Ouvido Pmcell FO-15 Slim Branco Original;1843853052;7893590161526B2W;R$ 15,99;R$ 15,99;0;7893590161526;"SE;"; ;
CAMISETA CROPPED FEMININA FRASES;1843841801;88E91BF0659174702659C59533DCF8;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843841801;P57740S98B2W-1;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA BACKSTREET BOYS;1843841879;P57786S98B2W-3;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Camiseta Fila - Creme;1843856616;P58164S132B2W-3;R$ 99,90;R$ 99,90;4; ;"PUBLICADO;"; ;
Camiseta Fila - Creme;1843856616;P58164S132B2W-2;R$ 99,90;R$ 99,90;8; ;"PUBLICADO;"; ;
Relógio Technos Ladies Feminino 2115MMP/5K;1843856747;7891530474507B2W;R$ 179,00;R$ 179,00;0;7891530474507;"SE;"; ;
CAMISETA CROPPED FEMININA FRASES;1843857361;P57784S98B2W-3;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843857361;P57784S98B2W-1;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Bermuda Jeans Armani;1843844164;P55851S132B2W-2;R$ 189,90;R$ 189,90;7; ;"PUBLICADO;"; ;
CAMISETA CROPPED AEROSMITH;1843857993;P54940S98B2W-1;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Relógio Smartwatch Champion Bluetooth 4.0 Rosé Pulseira Preta CH50006Z;1843846821;7891511400891B2W;R$ 499,00;R$ 499,00;1;7891511400891;"PUBLICADO;"; ;
Camiseta Tommy - Diferenciada Preta;1843848211;P58198S132B2W-3;R$ 159,90;R$ 159,90;4; ;"PUBLICADO;"; ;
Polo Armani Diferenciada Azul Marinho;1843848923;P58264S132B2W-3;R$ 179,90;R$ 179,90;5; ;"PUBLICADO;"; ;
Polo Armani Diferenciada Azul Marinho;1843848923;P58264S132B2W-2;R$ 179,90;R$ 179,90;10; ;"PUBLICADO;"; ;
Bermuda Short Gucci - forrada por dentro;1843847912;P58032S132B2W-3;R$ 179,90;R$ 179,90;5; ;"PUBLICADO;"; ;
Bermuda Short Gucci - forrada por dentro;1843847912;P58032S132B2W-2;R$ 179,90;R$ 179,90;4; ;"PUBLICADO;"; ;
Bermuda Short Gucci - forrada por dentro;1843847912;P58032S132B2W-1;R$ 179,90;R$ 179,90;1; ;"PUBLICADO;"; ;
Bermuda Short Gucci - forrada por dentro;1843847912;P58032S132B2W-0;R$ 179,90;R$ 179,90;1; ;"PUBLICADO;"; ;
CAMISETA CROPPED TERÇO MARIA;1843848042;P57736S98B2W-3;R$ 39,00;R$ 39,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843841326;B4A92FF264E0F87BB9F0D4CCAE679B;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843841326;P57785S98B2W-2;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843841326;P57785S98B2W-1;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843841326;P57785S98B2W-0;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Camiseta Fila - Cinza;1843841895;P58163S132B2W-3;R$ 99,90;R$ 99,90;4; ;"PUBLICADO;"; ;
Camiseta Fila - Cinza;1843841895;P58163S132B2W-2;R$ 99,90;R$ 99,90;5; ;"PUBLICADO;"; ;
Camiseta Fila - Cinza;1843841895;P58163S132B2W-0;R$ 99,90;R$ 99,90;8; ;"PUBLICADO;"; ;
CAMISETA CROPPED TERÇO MARIA;1843848042;P57736S98B2W-2;R$ 39,00;R$ 39,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED TERÇO MARIA;1843848042;P57736S98B2W-1;R$ 39,00;R$ 39,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED TERÇO MARIA;1843848042;P57736S98B2W-0;R$ 39,00;R$ 39,00;30; ;"PUBLICADO;"; ;
Bermuda Jeans JJ - Preta;1843843989;P58006S132B2W-1;R$ 139,90;R$ 139,90;0; ;"SE;"; ;
Bermuda Jeans JJ - Preta;1843843989;P58006S132B2W-0;R$ 139,90;R$ 139,90;0; ;"SE;"; ;
Camiseta Fila - Azul Marinho;1843840260;P58161S132B2W-3;R$ 99,90;R$ 99,90;8; ;"PUBLICADO;"; ;
Camiseta Fila - Azul Marinho;1843840260;P58161S132B2W-2;R$ 99,90;R$ 99,90;9; ;"PUBLICADO;"; ;
Camiseta Fila - Azul Marinho;1843840260;P58161S132B2W-1;R$ 99,90;R$ 99,90;6; ;"PUBLICADO;"; ;
Camiseta Fila - Azul Marinho;1843840260;P58161S132B2W-0;R$ 99,90;R$ 99,90;12; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843845351;P57771S98B2W-3;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843845351;P57771S98B2W-2;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843845351;P57771S98B2W-1;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843845351;P57771S98B2W-0;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Vinho Tinto Domaine Pasquiers Côtes Du Rhône Orgânico 750 mL;1843847533;P57993S102B2W;R$ 114,90;R$ 114,90;90; ;"PUBLICADO;"; ;
Fone Headphone Inova Branco Fon-2083D C/ Microfone;1843848237;7897373104847B2W;R$ 32,90;R$ 32,90;0;7897373104847;"SE;"; ;
CAMISETA CROPPED FEMININA FRIENDS;1843841465;P54885S98B2W-3;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRIENDS;1843841465;P54885S98B2W-2;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRIENDS;1843841465;P54885S98B2W-1;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA BACKSTREET BOYS;1843841879;P57786S98B2W-2;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA BACKSTREET BOYS;1843841879;P57786S98B2W-1;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA BACKSTREET BOYS;1843841879;P57786S98B2W-0;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Camiseta Adulto Skye Patrulha Canina Rosa ML;1965738933;P82151S131B2W-2;R$ 49,90;R$ 49,90;8; ;"PUBLICADO;"; ;
Vinho Tinto Ares de Medeiros Alentejano 750 mL;1843843348;P57979S102B2W;R$ 99,20;R$ 99,20;90; ;"PUBLICADO;"; ;
Boné JJ;1843844789;P58533S132B2W;R$ 125,90;R$ 125,90;6; ;"PUBLICADO;"; ;
Polo Armani Diferenciada Preto;1843842468;P58268S132B2W-3;R$ 179,90;R$ 179,90;7; ;"PUBLICADO;"; ;
Calça Jeans Armani - Rasgada;1843842231;P58542S132B2W-0;R$ 199,99;R$ 199,99;1; ;"PUBLICADO;"; ;
Polo Armani Diferenciada Preto;1843842468;P58268S132B2W-1;R$ 179,90;R$ 179,90;8; ;"PUBLICADO;"; ;
Camiseta Tommy Hilfiger- Diferenciada Branca;1843852922;P58218S132B2W-3;R$ 159,90;R$ 159,90;4; ;"PUBLICADO;"; ;
Camiseta Tommy Hilfiger Preta - Diferenciada;1843844578;P58215S132B2W-2;R$ 169,90;R$ 169,90;2; ;"PUBLICADO;"; ;
Camiseta Tommy Hilfiger Preta - Diferenciada;1843844578;9E74AA239E14500A3E55E065E75047;R$ 169,90;R$ 169,90;3; ;"PUBLICADO;"; ;
CAMISETA CROPPED JESUS CRISTO;1843856376;P57734S98B2W-1;R$ 39,00;R$ 39,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED JESUS CRISTO;1843856376;P57734S98B2W-0;R$ 39,00;R$ 39,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843857361;P57784S98B2W-0;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Fone de ouvido Inova FON-2069 D Preto C/ Microfone Original;1843857942;7897373102966B2W;R$ 13,00;R$ 13,00;0;7897373102966;"SE;"; ;
Polo Armani Diferenciada Cinza;1843858187;P58266S132B2W-3;R$ 179,90;R$ 179,90;3; ;"PUBLICADO;"; ;
Polo Armani Diferenciada Cinza;1843858187;P58266S132B2W-2;R$ 179,90;R$ 179,90;8; ;"PUBLICADO;"; ;
Polo Armani Diferenciada Cinza;1843858187;P58266S132B2W-1;R$ 179,90;R$ 179,90;4; ;"PUBLICADO;"; ;
CAMISETA CROPPED RED HOT;1843842628;P54887S98B2W-3;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED RED HOT;1843842628;P54887S98B2W-2;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843857361;P57784S98B2W-2;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Camiseta Tommy Hilfiger- Diferenciada Branca;1843852922;P58218S132B2W-2;R$ 159,90;R$ 159,90;3; ;"PUBLICADO;"; ;
Camiseta Tommy Hilfiger- Diferenciada Branca;1843852922;P58218S132B2W-0;R$ 159,90;R$ 159,90;9; ;"PUBLICADO;"; ;
CAMISETA CROPPED RED HOT;1843842628;P54887S98B2W-1;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED RED HOT;1843842628;P54887S98B2W-0;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Cueca Boxer Kevland Serenity;1843848659;P58496S124B2W-3;R$ 48,90;R$ 48,90;1; ;"PUBLICADO;"; ;
Camiseta Tommy Hilfiger - Vermelho;1843845503;0349C2EEB51822194BD5D2F60FD706;R$ 129,90;R$ 129,90;6; ;"PUBLICADO;"; ;
CAMISETA CROPPED JESUS CRISTO;1843856376;2C5B58B639B97DC89EDD6210466EC0;R$ 39,00;R$ 39,00;30; ;"PUBLICADO;"; ;
Camiseta Fila - Cinza;1843841895;P58163S132B2W-1;R$ 99,90;R$ 99,90;5; ;"PUBLICADO;"; ;
Cueca Boxer Kevland Serenity;1843848659;P58496S124B2W-2;R$ 48,90;R$ 48,90;1; ;"PUBLICADO;"; ;
Camiseta Tommy Hilfiger - Vermelho;1843845503;P58214S132B2W-0;R$ 129,90;R$ 129,90;10; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843855541;P57783S98B2W-3;R$ 39,00;R$ 39,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843855541;P57783S98B2W-1;R$ 39,00;R$ 39,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843855541;P57783S98B2W-0;R$ 39,00;R$ 39,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED JESUS CRISTO;1843856376;P57734S98B2W-3;R$ 39,00;R$ 39,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843846194;P57759S98B2W-2;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843846194;P57759S98B2W-1;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843846194;P57759S98B2W-0;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843854303;P57770S98B2W-3;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843854303;P57770S98B2W-2;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843854303;P57770S98B2W-0;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
cueca boxer kevland grafite ll;1843844105;523F4CDC62B08EB74F3423280AEA1E;R$ 48,90;R$ 48,90;3; ;"PUBLICADO;"; ;
cueca boxer kevland grafite ll;1843844105;P58487S124B2W-2;R$ 48,90;R$ 48,90;3; ;"PUBLICADO;"; ;
cueca boxer kevland grafite ll;1843844105;P58487S124B2W-1;R$ 48,90;R$ 48,90;3; ;"PUBLICADO;"; ;
cueca boxer kevland grafite ll;1843844105;P58487S124B2W-0;R$ 48,90;R$ 48,90;0; ;"SE;"; ;
Camiseta Fila - Preta;1843847197;39531D15F6BCC491DE8ACE8CCB08B6;R$ 99,90;R$ 99,90;6; ;"PUBLICADO;"; ;
Camiseta Fila - Preta;1843847197;P58165S132B2W-2;R$ 99,90;R$ 99,90;7; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843847648;P57758S98B2W-5;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED PEARL JAM;1843854733;E47AC748A9D09AEF0A5C26E4E468AB;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843853280;P57757S98B2W-3;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Camiseta Fila - Preta;1843847197;P58165S132B2W-1;R$ 99,90;R$ 99,90;5; ;"PUBLICADO;"; ;
CAMISETA CROPPED PEARL JAM;1843854733;P54886S98B2W-1;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Cueca Boxer Kevland Serenity;1843848659;P58496S124B2W-1;R$ 48,90;R$ 48,90;0; ;"SE;"; ;
Cueca Boxer Kevland Serenity;1843848659;P58496S124B2W-0;R$ 48,90;R$ 48,90;2; ;"PUBLICADO;"; ;
Vinho Rosé Medeiros Alentejano 750 mL;1843846477;P57981S102B2W;R$ 99,20;R$ 99,20;90; ;"PUBLICADO;"; ;
Polo Cavalera - Branca;1843849740;P58275S132B2W-3;R$ 159,00;R$ 159,00;3; ;"PUBLICADO;"; ;
Polo Cavalera - Branca;1843849740;P58275S132B2W-0;R$ 159,00;R$ 159,00;5; ;"PUBLICADO;"; ;
Relógio Technos Feminino Crystal Dourado VH31AAB/4P;1843850038;7891530582554B2W;R$ 319,90;R$ 319,90;2;7891530582554;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843850652;P57754S98B2W-3;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843850652;P57754S98B2W-2;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843850652;P57754S98B2W-1;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Cueca Boxer Kevland Clean Classic Pinups Collor;1843846864;922F22A2B992DDA4F92BC5CBC34A75;R$ 48,90;R$ 48,90;1; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843846979;54C1DDBEB186951D61CC14DD745681;R$ 39,00;R$ 39,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843846979;P57739S98B2W-2;R$ 39,00;R$ 39,00;30; ;"PUBLICADO;"; ;
Vinho Branco Grego OMIKRON 750 mL;1843847111;P57995S102B2W;R$ 69,00;R$ 69,00;90; ;"PUBLICADO;"; ;
CAMISETA CROPPED RAGE;1843847349;P54888S98B2W-2;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED RAGE;1843847349;P54888S98B2W-0;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Camiseta Fila - Vermelha;1843847445;P58167S132B2W-2;R$ 99,90;R$ 99,90;8; ;"PUBLICADO;"; ;
Camiseta Fila - Vermelha;1843847445;P58167S132B2W-1;R$ 99,90;R$ 99,90;6; ;"PUBLICADO;"; ;
CAMISETA CROPPED AEROSMITH;1843857993;P54940S98B2W-3;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Fone de 0uvido Pmcell FO-13 Branco Stereo Sound.;1843840665;7898657060026B2W;R$ 13,00;R$ 13,00;0;7898657060026;"SE;"; ;
Camiseta Fila - Vermelha;1843847445;P58167S132B2W-0;R$ 99,90;R$ 99,90;10; ;"PUBLICADO;"; ;
Camiseta Infantil Algodão Pistol Star - Adams;1843848165;P51598S76B2W-1;R$ 114,00;R$ 114,00;1; ;"PUBLICADO;"; ;
Camiseta Infantil Algodão Pistol Star - Adams;1843848165;P51598S76B2W-0;R$ 114,00;R$ 114,00;1; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843858849;P57756S98B2W-6;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843858849;P57756S98B2W-2;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843858849;P57756S98B2W-1;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843858849;P57756S98B2W-0;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843841801;P57740S98B2W-2;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Camiseta Fila - Preta;1843847197;P58165S132B2W-0;R$ 99,90;R$ 99,90;10; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843847648;P57758S98B2W-2;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Camiseta Tommy Hilfiger - Diferenciada Creme;1843849441;P58210S132B2W-0;R$ 159,90;R$ 159,90;2; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843858355;P57753S98B2W-0;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Camiseta Tommy Hilfiger Preta - Diferenciada;1843844578;P58215S132B2W-4;R$ 169,90;R$ 169,90;2; ;"PUBLICADO;"; ;
Camiseta Tommy Hilfiger Preta - Diferenciada;1843844578;P58215S132B2W-3;R$ 169,90;R$ 169,90;2; ;"PUBLICADO;"; ;
Camiseta Tommy Hilfiger Preta - Diferenciada;1843844578;P58215S132B2W-0;R$ 169,90;R$ 169,90;1; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843858849;P57756S98B2W-3;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Vinho Tinto Grego Omikron 750 mL;1843850741;P57996S102B2W;R$ 69,00;R$ 69,00;90; ;"PUBLICADO;"; ;
Camisa Manga Curta Ralph Lauren - Preta;1843851111;P58133S132B2W-0;R$ 229,90;R$ 229,90;5; ;"PUBLICADO;"; ;
Cueca Boxer Kevland Oxford Preta;1843857176;P37865S124B2W-3;R$ 29,90;R$ 29,90;0; ;"SE;"; ;
Cueca Boxer Kevland Clean Classic Pinups Collor;1843846864;P58491S124B2W-1;R$ 48,90;R$ 48,90;0; ;"SE;"; ;
Cueca Boxer Kevland Clean Classic Pinups Collor;1843846864;P58491S124B2W-0;R$ 48,90;R$ 48,90;2; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843846979;P57739S98B2W-1;R$ 39,00;R$ 39,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843858355;AF31EADE544782DB4533B2C4168F32;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843846979;P57739S98B2W-0;R$ 39,00;R$ 39,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED RAGE;1843847349;P54888S98B2W-3;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED RAGE;1843847349;P54888S98B2W-1;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Camiseta Fila - Vermelha;1843847445;P58167S132B2W-3;R$ 99,90;R$ 99,90;5; ;"PUBLICADO;"; ;
Bermuda Jeans LAC0STE;1843846451;4C060E636CE5A32E6AB48598514D16;R$ 159,90;R$ 159,90;0; ;"SE;"; ;
Bermuda Jeans LAC0STE;1843846451;P58009S132B2W-4;R$ 159,90;R$ 159,90;0; ;"SE;"; ;
CAMISETA CROPPED FEMININA FRASES;1843854928;P57782S98B2W-3;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843854928;P57782S98B2W-0;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Bermuda Jeans LAC0STE;1843846451;P58009S132B2W-3;R$ 159,90;R$ 159,90;0; ;"SE;"; ;
Camiseta Infantil Algodão Pistol Star - Jams;1843846717;FB1D14B0D2AAA2A901BA3948EAE1EC;R$ 114,00;R$ 114,00;1; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843847648;P57758S98B2W-0;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843858849;P57756S98B2W-5;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843858849;P57756S98B2W-4;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Camiseta Tommy Hilfiger - Vermelho;1843845503;P58214S132B2W-2;R$ 129,90;R$ 129,90;6; ;"PUBLICADO;"; ;
CAMISETA CROPPED CRUZ;1843840921;P57723S98B2W-3;R$ 39,00;R$ 39,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED CRUZ;1843840921;P57723S98B2W-2;R$ 39,00;R$ 39,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED CRUZ;1843840921;P57723S98B2W-1;R$ 39,00;R$ 39,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED CRUZ;1843840921;P57723S98B2W-0;R$ 39,00;R$ 39,00;30; ;"PUBLICADO;"; ;
Camiseta Tommy Hilfiger - Diferenciada Preta;1843841941;P58211S132B2W-3;R$ 169,90;R$ 169,90;3; ;"PUBLICADO;"; ;
Camiseta Tommy Hilfiger - Diferenciada Preta;1843841941;P58211S132B2W-0;R$ 169,90;R$ 169,90;5; ;"PUBLICADO;"; ;
Camisa Manga Curta Ralph Lauren - Branca;1843842994;P58130S132B2W-1;R$ 189,90;R$ 189,90;2; ;"PUBLICADO;"; ;
CAMISETA CROPPED AEROSMITH;1843857993;P54940S98B2W-0;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED NIRVANA;1843859219;43F377228DD308DA0752D610BFD5E6;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843847648;P57758S98B2W-1;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843853280;P57757S98B2W-1;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Camiseta Tommy Hilfiger Vermelha - Diferenciada;1843845669;P58217S132B2W-2;R$ 169,90;R$ 169,90;3; ;"PUBLICADO;"; ;
Calça Jeans Armani - Rasgada;1843842231;B494A59A8DE2A2A8573702AAB75408;R$ 199,99;R$ 199,99;2; ;"PUBLICADO;"; ;
Calça Jeans Armani - Rasgada;1843842231;P58542S132B2W-4;R$ 199,99;R$ 199,99;1; ;"PUBLICADO;"; ;
Calça Jeans Armani - Rasgada;1843842231;P58542S132B2W-3;R$ 199,99;R$ 199,99;4; ;"PUBLICADO;"; ;
Calça Jeans Armani - Rasgada;1843842231;P58542S132B2W-2;R$ 199,99;R$ 199,99;3; ;"PUBLICADO;"; ;
Calça Jeans Armani - Rasgada;1843842231;P58542S132B2W-1;R$ 199,99;R$ 199,99;2; ;"PUBLICADO;"; ;
Camiseta Tommy - Diferenciada Preta;1843848211;P58198S132B2W-1;R$ 159,90;R$ 159,90;3; ;"PUBLICADO;"; ;
Boneca Barbie Styling Head Faces - Pupee;1843853992;7898661190931B2W;R$ 120,00;R$ 120,00;4;7898661190931;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843858849;P57756S98B2W-7;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CHURRASQUEIRA MAXCHEF DE FOGÃO + TABUA DE CORTE 19X35;1843849070;7890478008300B2W;R$ 169,00;R$ 169,00;3;7890478008300;"PUBLICADO;"; ;
CAMISETA CROPPED DIRE STRAITS;1843842804;P54938S98B2W-0;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Camisa Manga Curta Ralph Lauren - Branca;1843842994;P58130S132B2W-0;R$ 189,90;R$ 189,90;3; ;"PUBLICADO;"; ;
Camiseta Tommy - Diferenciada Preta;1843848211;P58198S132B2W-0;R$ 159,90;R$ 159,90;5; ;"PUBLICADO;"; ;
Vinho Rosé Ormarine Orgânico Languedoc 750 mL;1843849221;P57992S102B2W;R$ 99,20;R$ 99,20;90; ;"PUBLICADO;"; ;
CAMISETA CROPPED FEMININA FRASES;1843853280;P57757S98B2W-7;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Caminhonete Jurassic World Pupee;1843855058;7898661190689B2W;R$ 39,90;R$ 39,90;4;7898661190689;"PUBLICADO;"; ;
CAMISETA CROPPED BON JOVI;1843856421;P54939S98B2W-2;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED BON JOVI;1843856421;P54939S98B2W-0;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
CAMISETA CROPPED DEUS É FIEL;1843842783;P57738S98B2W-1;R$ 39,00;R$ 39,00;30; ;"PUBLICADO;"; ;
Camiseta Infantil Algodão Pistol Star - Yondu;1843844877;P52176S76B2W-1;R$ 114,00;R$ 114,00;1; ;"PUBLICADO;"; ;
Camiseta Tommy Hilfiger - Vermelho;1843845503;P58214S132B2W-1;R$ 129,90;R$ 129,90;3; ;"PUBLICADO;"; ;
Camiseta Tommy - Diferenciada Preta;1843848211;P58198S132B2W-2;R$ 159,90;R$ 159,90;2; ;"PUBLICADO;"; ;
Cueca Boxer Kevland Oxford Preta;1843857176;P37865S124B2W-2;R$ 29,90;R$ 29,90;2; ;"PUBLICADO;"; ;
CAMISETA CROPPED LINKIN PARK;1843841019;P54937S98B2W-2;R$ 49,00;R$ 49,00;30; ;"PUBLICADO;"; ;
Cueca Boxer Kevland Clean Classic Pinups Collor;1843846864;P58491S124B2W-2;R$ 48,90;R$ 48,90;1; ;"PUBLICADO;"; ;
